TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,"""+/-"""
DAL,DAL vs. LAL,04/22/2021,W,240,115,40,82,48.8,9,24,37.5,26,36,72.2,9,29,38,23,11,5,12,15,5
CHI,CHI vs. CHA,04/22/2021,W,240,108,43,87,49.4,14,43,32.6,8,11,72.7,11,39,50,30,8,2,18,14,17
SAS,SAS vs. DET,04/22/2021,W,240,106,37,80,46.3,11,24,45.8,21,27,77.8,11,32,43,28,12,7,10,19,15
ORL,ORL vs. NOP,04/22/2021,L,240,100,36,98,36.7,13,36,36.1,15,19,78.9,13,27,40,13,6,6,6,18,-35
NOP,NOP @ ORL,04/22/2021,W,240,135,50,90,55.6,12,28,42.9,23,26,88.5,12,46,58,34,2,3,15,16,35
DET,DET @ SAS,04/22/2021,L,240,91,35,77,45.5,8,22,36.4,13,22,59.1,9,34,43,15,2,5,18,22,-15
WAS,WAS vs. GSW,04/21/2021,W,240,118,38,91,41.8,10,28,35.7,32,38,84.2,15,46,61,23,12,7,23,16,4
MIA,MIA @ SAS,04/21/2021,W,240,107,39,83,47,13,31,41.9,16,20,80,9,35,44,28,8,1,8,20,20
SAS,SAS vs. MIA,04/21/2021,L,240,87,31,77,40.3,10,35,28.6,15,20,75,7,31,38,21,1,7,11,15,-20
GSW,GSW @ WAS,04/21/2021,L,240,114,40,101,39.6,15,45,33.3,19,21,90.5,10,34,44,22,15,5,17,23,-4
SAC,SAC vs. MIN,04/21/2021,W,240,128,43,74,58.1,17,33,51.5,25,31,80.6,4,29,33,29,7,5,14,20,3
DET,DET @ DAL,04/21/2021,L,240,117,40,79,50.6,13,32,40.6,24,31,77.4,7,35,42,30,2,2,14,24,-10
LAC,LAC vs. MEM,04/21/2021,W,240,117,38,84,45.2,14,27,51.9,27,36,75,10,33,43,28,4,5,13,17,12
DAL,DAL vs. DET,04/21/2021,W,240,127,46,92,50,16,43,37.2,19,26,73.1,11,32,43,25,8,2,6,22,10
POR,POR vs. DEN,04/21/2021,L,240,105,40,87,46,12,36,33.3,13,15,86.7,9,32,41,21,7,2,11,16,-1
MEM,MEM @ LAC,04/21/2021,L,240,105,38,84,45.2,13,30,43.3,16,23,69.6,11,31,42,19,6,8,13,29,-12
PHX,PHX @ PHI,04/21/2021,W,240,116,41,86,47.7,15,42,35.7,19,21,90.5,10,23,33,30,7,8,10,21,3
PHI,PHI vs. PHX,04/21/2021,L,240,113,41,80,51.3,13,25,52,18,26,69.2,14,30,44,24,7,7,17,19,-3
MIN,MIN @ SAC,04/21/2021,L,240,125,46,87,52.9,15,34,44.1,18,22,81.8,9,25,34,30,7,4,12,21,-3
NYK,NYK vs. ATL,04/21/2021,W,265,137,49,91,53.8,19,35,54.3,20,25,80,8,41,49,29,8,3,17,19,10
CLE,CLE vs. CHI,04/21/2021,W,240,121,45,88,51.1,16,36,44.4,15,19,78.9,9,32,41,27,8,1,12,19,16
CHI,CHI @ CLE,04/21/2021,L,240,105,39,79,49.4,13,37,35.1,14,18,77.8,7,34,41,27,6,4,20,24,-16
ATL,ATL @ NYK,04/21/2021,L,265,127,49,102,48,12,34,35.3,17,24,70.8,12,29,41,28,10,3,10,18,-10
BKN,BKN @ TOR,04/21/2021,L,240,103,36,91,39.6,13,41,31.7,18,23,78.3,12,38,50,19,3,6,13,17,-11
TOR,TOR vs. BKN,04/21/2021,W,240,114,39,90,43.3,18,47,38.3,18,21,85.7,9,39,48,23,7,8,11,20,11
HOU,HOU vs. UTA,04/21/2021,L,240,89,35,99,35.4,10,49,20.4,9,17,52.9,12,38,50,17,7,5,11,21,-23
UTA,UTA @ HOU,04/21/2021,W,240,112,41,90,45.6,17,46,37,13,16,81.3,9,52,61,27,7,4,12,16,23
DEN,DEN @ POR,04/21/2021,W,240,106,39,88,44.3,13,39,33.3,15,17,88.2,16,30,46,24,7,5,14,16,1
IND,IND vs. OKC,04/21/2021,W,240,122,46,101,45.5,14,40,35,16,20,80,14,33,47,30,13,7,11,16,6
OKC,OKC @ IND,04/21/2021,L,240,116,48,104,46.2,9,29,31,11,16,68.8,17,38,55,26,8,3,17,18,-6
ATL,ATL vs. ORL,04/20/2021,W,240,112,39,94,41.5,9,34,26.5,25,29,86.2,18,47,65,20,6,3,14,22,16
BKN,BKN @ NOP,04/20/2021,W,240,134,49,89,55.1,14,37,37.8,22,28,78.6,10,34,44,30,7,2,13,21,5
ORL,ORL @ ATL,04/20/2021,L,240,96,34,86,39.5,8,37,21.6,20,29,69,6,34,40,13,11,3,10,19,-16
SAC,SAC vs. MIN,04/20/2021,L,240,120,44,97,45.4,18,42,42.9,14,16,87.5,13,26,39,28,10,3,11,17,-14
MIN,MIN @ SAC,04/20/2021,W,240,134,51,90,56.7,18,43,41.9,14,19,73.7,12,38,50,34,5,9,18,16,14
POR,POR vs. LAC,04/20/2021,L,240,112,42,94,44.7,14,44,31.8,14,19,73.7,13,29,42,22,7,4,6,16,-1
CHA,CHA @ NYK,04/20/2021,L,240,97,39,86,45.3,16,39,41,3,8,37.5,11,28,39,26,6,3,13,10,-12
NYK,NYK vs. CHA,04/20/2021,W,240,109,40,83,48.2,18,45,40,11,12,91.7,11,28,39,22,5,6,12,13,12
LAC,LAC @ POR,04/20/2021,W,240,113,45,90,50,11,38,28.9,12,15,80,10,35,45,24,3,3,10,15,1
NOP,NOP vs. BKN,04/20/2021,L,240,129,51,91,56,12,33,36.4,15,24,62.5,7,30,37,28,5,2,13,21,-5
SAS,SAS @ IND,04/19/2021,W,240,109,36,84,42.9,8,28,28.6,29,35,82.9,9,48,57,27,4,4,12,23,15
IND,IND vs. SAS,04/19/2021,L,240,94,34,104,32.7,8,34,23.5,18,27,66.7,14,40,54,20,4,7,7,27,-15
OKC,OKC @ WAS,04/19/2021,L,240,107,36,83,43.4,13,33,39.4,22,27,81.5,9,39,48,23,6,2,19,26,-12
WAS,WAS vs. OKC,04/19/2021,W,240,119,46,91,50.5,10,31,32.3,17,29,58.6,8,34,42,31,8,2,12,19,12
LAL,LAL vs. UTA,04/19/2021,L,240,97,34,79,43,12,28,42.9,17,25,68,5,27,32,17,10,1,10,14,-14
BOS,BOS vs. CHI,04/19/2021,L,240,96,36,77,46.8,10,25,40,14,15,93.3,3,36,39,21,8,3,16,15,-6
CHI,CHI @ BOS,04/19/2021,W,240,102,41,91,45.1,11,32,34.4,9,10,90,9,31,40,30,11,8,12,15,6
MEM,MEM @ DEN,04/19/2021,L,290,137,51,107,47.7,17,40,42.5,18,24,75,10,37,47,33,15,3,15,24,-2
DEN,DEN vs. MEM,04/19/2021,W,290,139,51,102,50,15,39,38.5,22,26,84.6,13,45,58,30,6,6,24,19,2
PHI,PHI vs. GSW,04/19/2021,L,240,96,35,89,39.3,12,32,37.5,14,18,77.8,10,32,42,26,9,6,13,21,-11
GSW,GSW @ PHI,04/19/2021,W,240,107,34,76,44.7,14,32,43.8,25,32,78.1,6,39,45,15,2,5,16,19,11
HOU,HOU @ MIA,04/19/2021,L,240,91,33,85,38.8,9,38,23.7,16,17,94.1,6,35,41,20,8,3,13,7,-22
UTA,UTA @ LAL,04/19/2021,W,240,111,43,75,57.3,15,33,45.5,10,11,90.9,2,40,42,29,5,5,17,20,14
DET,DET vs. CLE,04/19/2021,W,240,109,42,86,48.8,10,27,37,15,21,71.4,10,34,44,25,8,5,17,22,4
MIA,MIA vs. HOU,04/19/2021,W,240,113,45,93,48.4,19,48,39.6,4,7,57.1,11,41,52,31,7,5,15,19,22
MIL,MIL vs. PHX,04/19/2021,L,265,127,49,102,48,11,34,32.4,18,19,94.7,9,42,51,19,7,3,12,15,-1
PHX,PHX @ MIL,04/19/2021,W,265,128,51,106,48.1,17,42,40.5,9,10,90,8,37,45,28,7,4,11,16,1
CLE,CLE @ DET,04/19/2021,L,240,105,42,86,48.8,5,26,19.2,16,20,80,9,30,39,24,9,8,18,21,-4
SAC,SAC @ DAL,04/18/2021,W,240,121,44,89,49.4,11,24,45.8,22,25,88,10,32,42,22,11,3,8,19,14
TOR,TOR vs. OKC,04/18/2021,W,240,112,37,96,38.5,17,38,44.7,21,24,87.5,16,31,47,23,9,5,15,15,6
DAL,DAL vs. SAC,04/18/2021,L,240,107,39,87,44.8,16,48,33.3,13,20,65,10,32,42,15,3,8,14,20,-14
OKC,OKC @ TOR,04/18/2021,L,240,106,37,82,45.1,14,33,42.4,18,21,85.7,9,37,46,22,6,8,23,19,-6
CHA,CHA vs. POR,04/18/2021,W,240,109,39,83,47,18,43,41.9,13,17,76.5,7,39,46,26,6,8,14,25,8
POR,POR @ CHA,04/18/2021,L,240,101,36,91,39.6,10,36,27.8,19,28,67.9,13,34,47,18,7,3,9,17,-8
BKN,BKN @ MIA,04/18/2021,L,240,107,39,82,47.6,17,43,39.5,12,18,66.7,8,30,38,26,10,6,11,17,-2
MIA,MIA vs. BKN,04/18/2021,W,240,109,38,87,43.7,16,39,41,17,21,81,16,37,53,28,9,1,17,13,2
NOP,NOP @ NYK,04/18/2021,L,265,112,41,101,40.6,6,27,22.2,24,30,80,20,32,52,25,6,4,13,16,-10
NYK,NYK vs. NOP,04/18/2021,W,265,122,45,95,47.4,11,29,37.9,21,24,87.5,13,36,49,27,9,6,13,26,10
LAC,LAC vs. MIN,04/18/2021,W,240,124,45,89,50.6,21,42,50,13,17,76.5,8,40,48,31,6,3,15,26,19
MIN,MIN @ LAC,04/18/2021,L,240,105,36,88,40.9,17,45,37.8,16,21,76.2,6,31,37,27,6,7,11,21,-19
HOU,HOU @ ORL,04/18/2021,W,240,114,42,82,51.2,16,34,47.1,14,20,70,10,33,43,26,7,7,19,21,4
ORL,ORL vs. HOU,04/18/2021,L,240,110,41,91,45.1,11,32,34.4,17,19,89.5,9,27,36,28,10,5,15,19,-4
IND,IND @ ATL,04/18/2021,L,240,117,45,92,48.9,10,32,31.3,17,20,85,8,33,41,33,7,5,12,27,-12
ATL,ATL vs. IND,04/18/2021,W,240,129,45,92,48.9,13,32,40.6,26,34,76.5,14,37,51,20,8,7,10,19,12
CLE,CLE @ CHI,04/17/2021,L,240,96,39,88,44.3,12,30,40,6,7,85.7,11,33,44,27,6,1,11,10,-10
DET,DET @ WAS,04/17/2021,L,240,100,37,84,44,9,27,33.3,17,23,73.9,9,36,45,19,7,6,18,20,-21
UTA,UTA @ LAL,04/17/2021,L,265,115,42,101,41.6,23,59,39,8,8,100,6,31,37,31,10,3,16,21,-12
WAS,WAS vs. DET,04/17/2021,W,240,121,50,94,53.2,9,16,56.3,12,19,63.2,10,38,48,25,11,6,14,24,21
GSW,GSW @ BOS,04/17/2021,L,240,114,41,80,51.3,17,40,42.5,15,20,75,8,32,40,22,6,2,18,23,-5
